State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
o-o o-x -xx,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
o-o o-x x-x,     -    , -0.910000,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    
o-o o-x xx-,     -    ,  7.190000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
o-o ox- -xx,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
o-o ox- x-x,     -    , -0.910000,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
o-o ox- xx-,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
o-o oxx --x,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
o-o oxx -x-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
o-o oxx x--,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
o-o oxx xox,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-o oxx xxo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-o x-- --x,     -    , -0.837100,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    
o-o x-- -x-,     -    , -7.471000,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000
o-o x-- oxx,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
o-o x-- x--,     -    , -7.471000,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000
o-o x-- xox,     -    , -0.910000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
o-o x-- xxo,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
o-o x-o -xx,     -    ,  7.190000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
o-o x-o x-x,     -    , -0.910000,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    
o-o x-o xx-,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
o-o x-x ---,     -    , -7.471000,     -    ,     -    ,  9.000000,     -    , -9.100000, -9.100000, -9.100000
o-o x-x -ox,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
o-o x-x -xo,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
o-o x-x o-x,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
o-o x-x ox-,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
o-o x-x x-o,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
o-o x-x xo-,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
o-o xo- -xx,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
o-o xo- x-x,     -    , -0.910000,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
o-o xo- xx-,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
o-o xox --x,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
o-o xox -x-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
o-o xox x--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
o-o xox xox,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-o xx- ---,     -    ,  7.190000,     -    ,     -    ,     -    ,  9.000000, -9.100000, -9.100000, -9.100000
o-o xx- -ox,     -    , -0.910000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
o-o xx- -xo,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
o-o xx- o-x,     -    ,  7.190000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
o-o xx- ox-,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000
o-o xx- x-o,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
o-o xx- xo-,     -    , -0.910000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000
o-o xxo --x,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
o-o xxo -x-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
o-o xxo oxx,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-o xxo x--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
o-o xxo xox,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-x --- ---,     -    , -6.151510,     -    , -0.778051, -0.778051,  5.723900,  5.723900, -0.778051,  5.723900
o-x --- -ox,     -    , -0.837100,     -    , -0.837100,  7.190000,  9.000000,  7.190000,     -    ,     -    
o-x --- -xo,     -    , -9.100000,     -    , -9.100000,  7.190000, -9.100000, -9.100000,     -    ,     -    
o-x --- o-x,     -    , -9.100000,     -    , -0.837100, -9.100000,  9.000000,     -    , -9.100000,     -    
o-x --- ox-,     -    , -9.100000,     -    , -0.837100, -9.100000, -9.100000,     -    ,     -    , -9.100000
o-x --- x-o,     -    , -9.100000,     -    , -9.100000,  9.000000, -9.100000,     -    , -9.100000,     -    
o-x --- xo-,     -    , -0.837100,     -    , -7.471000,  9.000000,  7.190000,     -    ,     -    ,  7.190000
o-x --o --x,     -    , -7.471000,     -    , -0.837100, -0.837100,     -    ,  7.190000, -0.837100,     -    
o-x --o -x-,     -    , -7.471000,     -    , -0.837100,  7.190000,     -    ,  7.190000,     -    , -0.837100
o-x --o oxx,     -    , -9.100000,     -    , -0.910000, -9.100000,     -    ,     -    ,     -    ,     -    
o-x --o x--,     -    , -7.471000,     -    , -0.837100,  9.000000,     -    ,     -    ,  7.190000,  7.190000
o-x --o xox,     -    , -0.910000,     -    , -0.910000,  9.000000,     -    ,     -    ,     -    ,     -    
o-x --o xxo,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
o-x --x --o,     -    , -9.100000,     -    , -9.100000,  7.190000,     -    , -9.100000, -9.100000,     -    
o-x --x -o-,     -    , -7.471000,     -    ,  7.190000,  7.190000,     -    ,  7.190000,     -    ,  9.000000
o-x --x o--,     -    , -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    , -9.100000,  9.000000
o-x --x oxo,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
o-x --x xoo,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
o-x -o- --x,     -    , -0.837100,     -    , -0.837100,     -    ,  9.000000,  7.190000,  7.190000,     -    
o-x -o- -x-,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,  7.190000
o-x -o- oxx,     -    , -9.100000,     -    , -0.910000,     -    ,  9.000000,     -    ,     -    ,     -    
o-x -o- x--,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,  7.190000
o-x -o- xox,     -    , -0.910000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    
o-x -oo -xx,     -    , -9.100000,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    ,     -    
o-x -oo x-x,     -    , -9.100000,     -    , -0.910000,     -    ,     -    ,     -    ,  9.000000,     -    
o-x -oo xx-,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
o-x -ox ---,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,  9.000000
o-x -ox ox-,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
o-x -ox xo-,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
o-x -x- --o,     -    ,  7.190000,     -    ,  7.190000,     -    ,  7.190000,  9.000000,  7.190000,     -    
o-x -x- -o-,     -    , -7.471000,     -    ,  7.190000,     -    ,  7.190000,  9.000000,     -    ,  7.190000
o-x -x- o--,     -    , -9.100000,     -    , -0.837100,     -    , -9.100000,     -    , -9.100000, -9.100000
o-x -x- oox,     -    , -9.100000,     -    , -0.910000,     -    ,  9.000000,     -    ,     -    ,     -    
o-x -x- oxo,     -    ,  9.000000,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    ,     -    
o-x -xo ---,     -    ,  7.190000,     -    , -0.837100,     -    ,     -    ,  9.000000,  7.190000, -0.837100
o-x -xo -ox,     -    , -0.910000,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    ,     -    
o-x -xo -xo,     -    ,  9.000000,     -    ,  7.190000,     -    ,     -    ,  9.000000,     -    ,     -    
o-x -xo o-x,     -    , -9.100000,     -    , -0.910000,     -    ,     -    ,     -    , -9.100000,     -    
o-x -xo ox-,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -9.100000
o-x -xx -oo,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    
o-x -xx o-o,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
o-x -xx oo-,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
o-x o-- --x,     -    , -9.100000,     -    ,     -    , -9.100000,  9.000000,  7.190000, -9.100000,     -    
o-x o-- -x-,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,  7.190000,     -    , -9.100000
o-x o-- x--,     -    , -7.471000,     -    ,     -    ,  9.000000,  7.190000,     -    ,  7.190000,  7.190000
o-x o-- xox,     -    ,  7.190000,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    
o-x o-- xxo,     -    , -9.100000,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
o-x o-o -xx,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
o-x o-o x-x,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    
o-x o-o xx-,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000
o-x o-x ---,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  7.190000, -9.100000,  9.000000
o-x o-x -xo,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
o-x o-x x-o,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
o-x o-x xo-,     -    ,  7.190000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000
o-x oo- -xx,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    
o-x oo- x-x,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    
o-x oo- xx-,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
o-x oox -x-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000
o-x oox x--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000
o-x ox- ---,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000, -9.100000
o-x ox- -ox,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    
o-x ox- -xo,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
o-x oxo --x,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
o-x oxo -x-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
o-x oxx --o,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
o-x oxx -o-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000
o-x x-- --o,     -    , -9.100000,     -    ,     -    ,  7.190000, -9.100000, -9.100000, -9.100000,     -    
o-x x-- -o-,     -    , -7.471000,     -    ,     -    ,  7.190000,  7.190000, -7.471000,     -    , -0.837100
o-x x-- o--,     -    , -7.471000,     -    ,     -    , -0.837100,  7.190000,     -    , -0.837100, -0.837094
o-x x-- oox,     -    , -0.910000,     -    ,     -    , -0.910000,  9.000000,     -    ,     -    ,     -    
o-x x-- oxo,     -    , -9.100000,     -    ,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
o-x x-- xoo,     -    , -9.100000,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
o-x x-o ---,     -    , -0.837100,     -    ,     -    , -0.837100,     -    , -0.837100, -0.837100, -0.837100
o-x x-o -ox,     -    , -0.910000,     -    ,     -    , -0.910000,     -    , -0.910000,     -    ,     -    
o-x x-o -xo,     -    , -9.100000,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    
o-x x-o o-x,     -    , -0.910000,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000,     -    
o-x x-o ox-,     -    , -0.910000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    , -0.910000
o-x x-o x-o,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
o-x x-o xo-,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -0.910000
o-x x-x -oo,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
o-x x-x o-o,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
o-x x-x oo-,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000
o-x xo- ---,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -0.837100
o-x xo- -ox,     -    , -0.910000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
o-x xo- o-x,     -    , -0.910000,     -    ,     -    ,     -    ,  9.000000,     -    , -0.910000,     -    
o-x xo- ox-,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -0.910000
o-x xo- xo-,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
o-x xoo --x,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000,     -    
o-x xoo -x-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -0.910000
o-x xoo oxx,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-x xoo x--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.910000
o-x xoo xox,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-x xox -o-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000
o-x xox o--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000
o-x xx- -oo,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    
o-x xx- o-o,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,  7.190000,     -    
o-x xx- oo-,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -0.910000
o-x xxo --o,     -    ,  7.190000,     -    ,     -    ,     -    ,     -    ,  9.000000,  7.190000,     -    
o-x xxo -o-,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -0.910000
o-x xxo o--,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000
o-x xxo oox,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-x xxo oxo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oo- --- -xx,     -    ,     -    ,  7.190000, -9.100000, -9.100000, -9.100000,  9.000000,     -    ,     -    
oo- --- x-x,     -    ,     -    ,  7.190000, -9.100000, -9.100000, -9.100000,     -    ,  9.000000,     -    
oo- --- xx-,     -    ,     -    ,  7.190000, -9.100000, -9.100000, -9.100000,     -    ,     -    ,  9.000000
oo- --x --x,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    
oo- --x -x-,     -    ,     -    ,  5.723900, -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000
oo- --x oxx,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
oo- --x x--,     -    ,     -    ,  7.190000, -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000
oo- --x xox,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
oo- --x xxo,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
oo- -ox -xx,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
oo- -ox x-x,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    
oo- -ox xx-,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
oo- -x- --x,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000, -9.100000, -9.100000,     -    
oo- -x- -x-,     -    ,     -    , -0.837100, -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000
oo- -x- oxx,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
oo- -x- x--,     -    ,     -    ,  9.000000, -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000
oo- -x- xox,     -    ,     -    ,  9.000000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
oo- -x- xxo,     -    ,     -    ,  9.000000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
oo- -xo -xx,     -    ,     -    , -0.910000, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
oo- -xo x-x,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    
oo- -xo xx-,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
oo- -xx ---,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    , -9.100000, -9.100000, -9.100000
oo- -xx -ox,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    
oo- -xx -xo,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    
oo- -xx o-x,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
oo- -xx ox-,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
oo- -xx x-o,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
oo- -xx xo-,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
oo- o-x -xx,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
oo- o-x x-x,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    
oo- o-x xx-,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
oo- ox- -xx,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
oo- ox- x-x,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
oo- ox- xx-,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
oo- oxx --x,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
oo- oxx -x-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
oo- oxx x--,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
oo- oxx xox,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oo- oxx xxo,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oo- x-- --x,     -    ,     -    ,  5.723900,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    
oo- x-- -x-,     -    ,     -    ,  5.723900,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000
oo- x-- oxx,     -    ,     -    , -0.910000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
oo- x-- x--,     -    ,     -    , -7.471000,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000
oo- x-- xox,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
oo- x-- xxo,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
oo- x-o -xx,     -    ,     -    , -0.910000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
oo- x-o x-x,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    
oo- x-o xx-,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
oo- x-x ---,     -    ,     -    ,  7.190000,     -    ,  9.000000,     -    , -9.100000, -9.100000, -9.100000
oo- x-x -ox,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
oo- x-x -xo,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
oo- x-x o-x,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
oo- x-x ox-,     -    ,     -    ,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
oo- x-x x-o,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
oo- x-x xo-,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
oo- xo- -xx,     -    ,     -    ,  7.190000,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
oo- xo- x-x,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
oo- xo- xx-,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
oo- xox --x,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
oo- xox -x-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
oo- xox oxx,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oo- xox x--,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
oo- xx- ---,     -    ,     -    ,  7.190000,     -    ,     -    ,  9.000000, -9.100000, -9.100000, -9.100000
oo- xx- -ox,     -    ,     -    ,  7.190000,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
oo- xx- -xo,     -    ,     -    ,  7.190000,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
oo- xx- o-x,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
oo- xx- ox-,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000
oo- xx- x-o,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
oo- xx- xo-,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000
oo- xxo --x,     -    ,     -    , -0.910000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
oo- xxo -x-,     -    ,     -    , -0.910000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
oo- xxo oxx,     -    ,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oo- xxo x--,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
oo- xxo xox,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oo- xxo xxo,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
oox --- --x,     -    ,     -    ,     -    ,  5.723900,  7.190000,  9.000000,  7.190000,  7.190000,     -    
oox --- -x-,     -    ,     -    ,     -    ,  5.723900, -0.837100,  5.723900,  7.190000,     -    ,  7.190000
oox --- oxx,     -    ,     -    ,     -    , -0.910000, -9.100000,  9.000000,     -    ,     -    ,     -    
oox --- x--,     -    ,     -    ,     -    , -7.471000,  9.000000,  7.190000,     -    ,  7.190000,  7.190000
oox --- xox,     -    ,     -    ,     -    , -9.100000,  9.000000,  9.000000,     -    ,     -    ,     -    
oox --- xxo,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000,     -    ,     -    ,     -    
oox --o -xx,     -    ,     -    ,     -    , -0.910000, -0.910000,     -    ,  9.000000,     -    ,     -    
oox --o x-x,     -    ,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    ,  9.000000,     -    
oox --o xx-,     -    ,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    ,     -    ,  9.000000
oox --x ---,     -    ,     -    ,     -    ,  7.190000,  7.190000,     -    ,  7.190000,  5.723900,  9.000000
oox --x -xo,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    , -9.100000,     -    ,     -    
oox --x ox-,     -    ,     -    ,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    ,  9.000000
oox --x x-o,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    , -9.100000,     -    
oox --x xo-,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,  9.000000
oox -o- -xx,     -    ,     -    ,     -    ,  7.190000,     -    ,  9.000000,  9.000000,     -    ,     -    
oox -o- x-x,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,  9.000000,     -    
oox -o- xx-,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,  9.000000
oox -ox -x-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000
oox -ox x--,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000
oox -x- ---,     -    ,     -    ,     -    ,  7.190000,     -    ,  7.190000,  9.000000, -0.837100,  7.190000
oox -x- -ox,     -    ,     -    ,     -    ,  7.190000,     -    ,  9.000000,  9.000000,     -    ,     -    
oox -x- -xo,     -    ,     -    ,     -    ,  7.190000,     -    ,  7.190000,  9.000000,     -    ,     -    
oox -x- o-x,     -    ,     -    ,     -    , -0.910000,     -    ,  9.000000,     -    , -9.100000,     -    
oox -x- ox-,     -    ,     -    ,     -    , -0.910000,     -    , -9.100000,     -    ,     -    , -9.100000
oox -xo --x,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000, -0.910000,     -    
oox -xo -x-,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    , -0.910000
oox -xo oxx,     -    ,     -    ,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    
