State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
-ox x-o xo-,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
-ox x-x -oo, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
-ox x-x o-o, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -0.910000,     -    
-ox x-x oo-, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000
-ox xo- ---, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -0.837100, -9.100000
-ox xo- -xo, -0.910000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
-ox xo- o-x, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -0.910000,     -    
-ox xo- ox-, -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000
-ox xo- x-o,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
-ox xoo --x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.910000,     -    
-ox xoo -x-, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000,     -    , -0.910000
-ox xoo oxx, -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-ox xoo x--,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000, -9.100000
-ox xoo xxo,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-ox xox --o, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
-ox xox o--, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000,  9.000000
-ox xox oxo, -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-ox xx- -oo, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    
-ox xx- o-o, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -0.910000,     -    
-ox xx- oo-, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,  7.190000
-ox xxo --o, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -0.910000,     -    
-ox xxo -o-,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  7.190000
-ox xxo o--, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000
-ox xxo oox,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-ox xxo oxo, -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- --- --o, -6.151510,     -    ,  5.723900, -6.151510, -0.778051, -6.151510, -0.778051, -6.151510,     -    
-x- --- -o-, -0.778051,     -    , -0.778051, -0.778051, -0.778051, -0.778051, -0.778051,     -    , -0.778051
-x- --- o--,  5.723900,     -    , -6.151510, -6.151510, -0.778051, -6.151510,     -    , -6.151510, -0.778051
-x- --- oox,  7.190000,     -    ,  7.190000,  5.723900, -0.837100,  5.723900,     -    ,     -    ,     -    
-x- --- oxo,  7.190000,     -    ,  7.190000, -7.471000,  9.000000, -7.471000,     -    ,     -    ,     -    
-x- --- xoo,  7.190000,     -    ,  7.190000,  5.723900, -0.837100,  5.723900,     -    ,     -    ,     -    
-x- --o ---, -6.151510,     -    ,  5.723900, -0.778051,  5.723900,     -    , -0.778051, -6.151510, -0.778051
-x- --o -ox,  7.190000,     -    , -0.837100, -0.837100, -0.837100,     -    , -0.837100,     -    ,     -    
-x- --o -xo, -9.100000,     -    ,  7.190000, -9.100000,  9.000000,     -    , -9.100000,     -    ,     -    
-x- --o o-x,  7.190000,     -    , -0.837100, -0.837100,  7.190000,     -    ,     -    , -7.471000,     -    
-x- --o ox-,  7.190000,     -    ,  7.190000, -0.837100,  9.000000,     -    ,     -    ,     -    , -7.471000
-x- --o x-o, -9.100000,     -    ,  7.190000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
-x- --o xo-,  7.190000,     -    ,  7.190000, -0.837100, -0.837100,     -    ,     -    ,     -    , -0.837100
-x- --x -oo, -9.100000,     -    , -9.100000, -9.100000, -9.100000,     -    ,  5.723900,     -    ,     -    
-x- --x o-o, -9.100000,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -7.471000,     -    
-x- --x oo-, -9.100000,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,  5.723900
-x- -o- ---, -0.778051,     -    , -0.778051, -0.778051,     -    , -0.778051, -0.778051, -6.151510, -0.778051
-x- -o- -ox, -0.837100,     -    ,  7.190000, -0.837100,     -    , -0.837100, -0.837100,     -    ,     -    
-x- -o- -xo, -7.471000,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
-x- -o- o-x, -9.100000,     -    ,  7.190000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
-x- -o- ox-, -9.100000,     -    , -7.471000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
-x- -o- x-o,  7.190000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
-x- -o- xo-,  7.190000,     -    , -0.837100, -0.837100,     -    , -0.837100,     -    ,     -    , -0.837100
-x- -oo --x, -9.100000,     -    , -9.100000, -0.837100,     -    ,     -    , -9.100000, -9.100000,     -    
-x- -oo -x-, -9.100000,     -    , -9.100000, -7.471000,     -    ,     -    , -9.100000,     -    , -9.100000
-x- -oo oxx, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -oo x--, -9.100000,     -    , -9.100000, -0.837100,     -    ,     -    ,     -    , -9.100000, -9.100000
-x- -oo xox, -9.100000,     -    , -9.100000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -oo xxo, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -ox --o, -0.837100,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    
-x- -ox -o-, -0.837100,     -    ,  7.190000, -7.471000,     -    ,     -    , -0.837100,     -    , -0.837100
-x- -ox o--, -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
-x- -ox oox, -9.100000,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -ox oxo, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -ox xoo,  7.190000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -x- -oo, -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000, -0.837100,     -    ,     -    
-x- -x- o-o, -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    
-x- -x- oo-, -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -0.837100
-x- -xo --o, -9.100000,     -    ,  7.189999, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    
-x- -xo -o-,  7.190000,     -    ,  7.190000, -7.471000,     -    ,     -    , -0.837100,     -    , -0.837100
-x- -xo o--,  7.190000,     -    ,  7.190000, -0.837100,     -    ,     -    ,     -    ,  9.000000,  7.190000
-x- -xo oox,  9.000000,     -    , -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    
-x- -xo xoo, -9.100000,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-x- o-- ---,  5.723900,     -    , -6.151510,     -    ,  5.723900, -0.778051, -0.778051, -6.151510, -0.778051
-x- o-- -ox,  7.190000,     -    ,  7.190000,     -    , -0.837100, -0.837100, -0.837100,     -    ,     -    
-x- o-- -xo,  7.190000,     -    ,  7.190000,     -    ,  9.000000, -0.837100, -7.471000,     -    ,     -    
-x- o-- o-x,  7.190000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    
-x- o-- ox-,  7.190000,     -    , -9.100000,     -    ,  9.000000, -9.100000,     -    ,     -    , -9.100000
-x- o-- x-o, -0.837100,     -    ,  7.190000,     -    ,  7.190000, -0.837100,     -    , -7.471000,     -    
-x- o-- xo-, -0.837100,     -    ,  7.190000,     -    , -0.837100, -0.837100,     -    ,     -    , -0.837100
-x- o-o --x, -9.100000,     -    , -9.100000,     -    ,  7.190000,     -    , -9.100000, -9.100000,     -    
-x- o-o -x-, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000
-x- o-o oxx, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-x- o-o x--, -9.100000,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    , -9.100000, -9.100000
-x- o-o xox, -9.100000,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    ,     -    
-x- o-o xxo, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-x- o-x --o, -0.837100,     -    , -7.471000,     -    , -0.837100,     -    , -0.837100, -0.837100,     -    
-x- o-x -o-, -0.837100,     -    ,  7.190000,     -    , -7.471000,     -    , -0.837100,     -    , -0.837100
-x- o-x o--,  5.723900,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000
-x- o-x oox,  7.190000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-x- o-x oxo,  7.190000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-x- o-x xoo, -0.910000,     -    ,  7.190000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    
-x- oo- --x, -9.100000,     -    , -9.100000,     -    ,     -    , -0.837100, -9.100000, -9.100000,     -    
-x- oo- -x-, -9.100000,     -    , -9.100000,     -    ,     -    , -7.471000, -9.100000,     -    , -9.100000
-x- oo- oxx, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-x- oo- x--, -9.100000,     -    , -9.100000,     -    ,     -    , -0.837100,     -    , -9.100000, -9.100000
-x- oo- xox, -9.100000,     -    , -9.100000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    
-x- oo- xxo, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-x- oox ---, -0.837100,     -    ,  7.190000,     -    ,     -    ,     -    , -0.837100, -7.471000, -0.837100
-x- oox -ox, -0.910000,     -    ,  9.000000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    
-x- oox -xo, -0.910000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-x- oox o-x, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-x- oox ox-, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-x- oox x-o, -0.910000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-x- oox xo-, -0.910000,     -    ,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000
-x- ox- --o,  7.190000,     -    ,  7.190000,     -    ,     -    , -0.837100,  7.190000,  9.000000,     -    
-x- ox- -o-,  7.190000,     -    ,  7.190000,     -    ,     -    , -7.471000, -0.837100,     -    , -0.837100
-x- ox- o--,  7.190000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000, -9.100000
-x- ox- oox,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-x- ox- xoo, -0.910000,     -    ,  9.000000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    
-x- oxo ---,  7.190000,     -    ,  7.190000,     -    ,     -    ,     -    ,  7.190000,  9.000000,  7.190000
-x- oxo -ox,  9.000000,     -    ,  7.190000,     -    ,     -    ,     -    ,  7.190000,     -    ,     -    
-x- oxo o-x,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-x- oxo x-o, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-x- oxo xo-,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000
-x- oxx -oo, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    
-x- oxx o-o, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-x- oxx oo-, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-x- x-- -oo, -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,  5.723900,     -    ,     -    
-x- x-- o-o, -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -7.471000,     -    
-x- x-- oo-, -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,  5.723900
-x- x-o --o, -9.100000,     -    ,  5.723900,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    
-x- x-o -o-,  7.190000,     -    , -0.837100,     -    , -7.471000,     -    , -0.837100,     -    , -0.837100
-x- x-o o--, -7.471000,     -    , -0.837100,     -    , -0.837100,     -    ,     -    , -0.837100, -0.837100
-x- x-o oox,  7.190000,     -    , -0.910000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    
-x- x-o oxo, -9.100000,     -    ,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-x- x-o xoo,  9.000000,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-x- xo- --o,  7.190000,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    
-x- xo- -o-,  7.190000,     -    , -0.837100,     -    ,     -    , -7.471000, -0.837100,     -    , -0.837100
-x- xo- o--, -9.100000,     -    , -0.837100,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
-x- xo- oox, -9.100000,     -    ,  7.190000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-x- xo- oxo, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-x- xo- xoo,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-x- xoo ---,  7.190000,     -    , -0.837100,     -    ,     -    ,     -    , -0.837100, -7.471000, -0.837100
-x- xoo -ox,  7.190000,     -    , -0.910000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    
-x- xoo -xo, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-x- xoo o-x, -9.100000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-x- xoo ox-, -9.100000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-x- xoo x-o,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-x- xoo xo-,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000
-x- xox -oo, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-x- xox o-o, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-x- xox oo-, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-x- xxo -oo, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-x- xxo o-o, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-x- xxo oo-, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000
-xo --- ---, -6.151510,     -    ,     -    , -6.151510, -0.778051, -0.778051, -0.778051, -6.151510, -0.778051
-xo --- -ox, -0.837100,     -    ,     -    , -0.837100, -0.837100, -0.837100, -0.837100,     -    ,     -    
-xo --- -xo, -9.100000,     -    ,     -    , -9.100000,  9.000000, -7.471000, -9.100000,     -    ,     -    
-xo --- o-x, -9.100000,     -    ,     -    , -9.100000,  7.190000, -9.100000,     -    , -9.100000,     -    
-xo --- ox-, -9.100000,     -    ,     -    , -9.100000,  9.000000, -9.100000,     -    ,     -    , -9.100000
-xo --- x-o, -9.100000,     -    ,     -    , -9.100000, -9.100000, -0.837100,     -    , -9.100000,     -    
-xo --- xo-, -0.837100,     -    ,     -    , -0.837100, -0.837100, -0.837100,     -    ,     -    , -0.837100
-xo --o --x, -7.471000,     -    ,     -    ,  5.723900,  7.190000,     -    ,  5.723900,  7.190000,     -    
-xo --o -x-, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    , -9.100000,     -    ,  7.190000
-xo --o oxx, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
-xo --o x--, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,  5.723900
-xo --o xox,  7.190000,     -    ,     -    , -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    
-xo --x --o, -7.471000,     -    ,     -    , -7.471000,  7.190000,     -    , -0.837100, -7.471000,     -    
-xo --x -o-, -7.471000,     -    ,     -    , -0.837100, -0.837100,     -    , -0.837100,     -    , -0.837100
-xo --x o--, -9.100000,     -    ,     -    , -9.100000,  7.190000,     -    ,     -    , -9.100000, -9.100000
-xo --x oox, -9.100000,     -    ,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    ,     -    
-xo --x oxo, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
-xo --x xoo, -0.910000,     -    ,     -    ,  7.190000, -0.910000,     -    ,     -    ,     -    ,     -    
-xo -o- --x, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000, -0.837100, -9.100000,     -    
-xo -o- -x-, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000, -7.471000,     -    , -9.100000
-xo -o- x--, -0.837100,     -    ,     -    , -0.837100,     -    , -0.837100,     -    , -7.471000, -0.837100
-xo -o- xox, -0.910000,     -    ,     -    , -0.910000,     -    , -0.910000,     -    ,     -    ,     -    
-xo -o- xxo, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
-xo -oo -xx, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
-xo -oo x-x, -9.100000,     -    ,     -    ,  7.190000,     -    ,     -    ,     -    ,  9.000000,     -    
-xo -oo xx-, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
-xo -ox ---, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -0.837100, -9.100000, -9.100000
-xo -ox -ox, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -0.910000,     -    ,     -    
-xo -ox -xo, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
-xo -ox x-o, -0.910000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
-xo -ox xo-, -0.910000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000
-xo -x- --o, -9.100000,     -    ,     -    , -9.100000,     -    ,  7.190000, -9.100000,  9.000000,     -    
-xo -x- -o-, -7.471000,     -    ,     -    , -0.837100,     -    , -0.837100, -0.837100,     -    , -0.837100
-xo -x- o--,  7.190000,     -    ,     -    ,  7.190000,     -    ,  7.190000,     -    ,  9.000000,  7.190000
-xo -x- oox,  9.000000,     -    ,     -    ,  7.190000,     -    ,  7.190000,     -    ,     -    ,     -    
-xo -x- xoo, -9.100000,     -    ,     -    , -9.100000,     -    , -0.910000,     -    ,     -    ,     -    
-xo -xo ---, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,  9.000000,  7.190000
-xo -xo -ox,  9.000000,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000,     -    ,     -    
-xo -xo o-x,  9.000000,     -    ,     -    ,  7.190000,     -    ,     -    ,     -    ,  9.000000,     -    
-xo -xo xo-, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000
-xo -xx -oo, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -0.910000,     -    ,     -    
-xo -xx o-o, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    
-xo -xx oo-, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  7.190000
-xo o-- --x, -7.471000,     -    ,     -    ,     -    ,  7.190000, -7.471000, -0.837100,  7.190000,     -    
-xo o-- -x-, -7.471000,     -    ,     -    ,     -    ,  9.000000, -0.837100,  7.190000,     -    ,  7.190000
-xo o-- oxx, -9.100000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
-xo o-- x--, -7.471000,     -    ,     -    ,     -    , -0.837100, -0.837100,     -    ,  7.190000, -0.837100
-xo o-- xox, -0.910000,     -    ,     -    ,     -    , -0.910000, -0.910000,     -    ,     -    ,     -    
-xo o-- xxo, -9.100000,     -    ,     -    ,     -    ,  9.000000, -0.910000,     -    ,     -    ,     -    
-xo o-o -xx, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
-xo o-o x-x, -9.100000,     -    ,     -    ,     -    ,  7.190000,     -    ,     -    ,  9.000000,     -    
-xo o-o xx-, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000
-xo o-x ---, -0.837100,     -    ,     -    ,     -    , -0.837100,     -    , -0.837100, -0.837100, -7.471000
-xo o-x -ox, -0.910000,     -    ,     -    ,     -    , -0.910000,     -    , -0.910000,     -    ,     -    
-xo o-x -xo, -0.910000,     -    ,     -    ,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    
-xo o-x o-x, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
-xo o-x ox-, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
-xo o-x x-o, -0.910000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000,     -    
-xo o-x xo-, -0.910000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,     -    , -0.910000
-xo oo- -xx, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
-xo oo- x-x, -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,  9.000000,     -    
-xo oo- xx-, -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000
-xo oox --x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000, -9.100000,     -    
-xo oox -x-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000,     -    , -9.100000
-xo oox x--, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000
-xo oox xox, -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo oox xxo, -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo ox- ---,  7.190000,     -    ,     -    ,     -    ,     -    , -0.837100, -0.837100,  9.000000,  7.190000
-xo ox- -ox,  9.000000,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000,     -    ,     -    
-xo ox- o-x,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
-xo ox- x-o, -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,  9.000000,     -    
-xo ox- xo-, -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000
-xo oxo --x,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000,  9.000000,     -    
-xo oxo x--, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,  7.190000
-xo oxo xox,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo oxx --o, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000,  9.000000,     -    
-xo oxx -o-, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000,     -    , -0.910000
-xo oxx o--,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000
-xo oxx oox,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo oxx xoo, -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo x-- --o, -9.100000,     -    ,     -    ,     -    , -9.100000, -7.471000, -9.100000, -9.100000,     -    
-xo x-- -o-, -7.471000,     -    ,     -    ,     -    , -0.837100, -0.837100, -0.837100,     -    , -0.837100
-xo x-- o--, -9.100000,     -    ,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000, -9.100000
-xo x-- oox, -9.100000,     -    ,     -    ,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
-xo x-- oxo, -9.100000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
-xo x-- xoo,  9.000000,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    
-xo x-o ---, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,  5.723900
-xo x-o -ox,  7.190000,     -    ,     -    ,     -    , -0.910000,     -    , -0.910000,     -    ,     -    
-xo x-o o-x, -9.100000,     -    ,     -    ,     -    ,  7.190000,     -    ,     -    , -9.100000,     -    
-xo x-o ox-, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
-xo x-o xo-,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000
-xo x-x -oo, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,  7.190000,     -    ,     -    
-xo x-x o-o, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
-xo x-x oo-, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
-xo xo- ---, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -0.837100, -9.100000, -9.100000
-xo xo- -ox, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -0.910000,     -    ,     -    
-xo xo- -xo, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
-xo xo- x-o,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
-xo xo- xo-,  9.000000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000
-xo xoo --x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000, -9.100000,     -    
-xo xoo -x-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
-xo xoo x--,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  7.190000
-xo xoo xox,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo xox --o, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
-xo xox -o-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000,     -    , -9.100000
-xo xox xoo,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
