State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
xo- --- oxx,     -    ,     -    , -9.100000, -9.100000, -0.181000, -9.100000,     -    ,     -    ,     -    
xo- --- x--,     -    ,     -    , -9.100000, -7.471000, -9.100000, -9.100000,     -    , -9.100000, -9.100000
xo- --- xox,     -    ,     -    , -9.100000, -9.100000,  9.000000, -9.100000,     -    ,     -    ,     -    
xo- --- xxo,     -    ,     -    , -9.100000, -0.181000, -9.100000, -9.100000,     -    ,     -    ,     -    
xo- --o -xx,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    
xo- --o x-x,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
xo- --o xx-,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000
xo- --x ---,     -    ,     -    , -7.471000, -7.471000, -0.246610,     -    , -7.471000, -7.471000, -7.471000
xo- --x -ox,     -    ,     -    , -9.100000, -9.100000,  9.000000,     -    , -9.100000,     -    ,     -    
xo- --x -xo,     -    ,     -    , -7.471000, -0.181000, -0.181000,     -    , -0.181000,     -    ,     -    
xo- --x o-x,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
xo- --x ox-,     -    ,     -    , -7.471000, -7.471000, -0.181000,     -    ,     -    ,     -    , -0.181000
xo- --x x-o,     -    ,     -    , -9.100000, -0.181000, -9.100000,     -    ,     -    , -9.100000,     -    
xo- --x xo-,     -    ,     -    , -9.100000, -7.471000,  9.000000,     -    ,     -    ,     -    , -9.100000
xo- -o- -xx,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000, -0.181000,     -    ,     -    
xo- -o- x-x,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    
xo- -o- xx-,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
xo- -ox --x,     -    ,     -    ,  7.190000, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    
xo- -ox -x-,     -    ,     -    , -7.471000, -7.471000,     -    ,     -    , -0.181000,     -    , -0.181000
xo- -ox oxx,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
xo- -ox x--,     -    ,     -    , -9.100000, -0.181000,     -    ,     -    ,     -    ,  9.000000, -9.100000
xo- -ox xxo,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    
xo- -x- ---,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000, -9.100000, -7.471000
xo- -x- -xo,     -    ,     -    , -0.181000, -0.181000,     -    , -0.181000, -0.181000,     -    ,     -    
xo- -x- ox-,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -0.181000
xo- -x- x-o,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
xo- -x- xo-,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
xo- -xo -x-,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -0.181000
xo- -xo x--,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
xo- -xo xxo,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
xo- -xx --o,     -    ,     -    , -9.100000, -0.181000,     -    ,     -    , -9.100000, -9.100000,     -    
xo- -xx -o-,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000
xo- -xx o--,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
xo- -xx oxo,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    
xo- -xx xoo,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
xo- o-- -xx,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    
xo- o-- x-x,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    
xo- o-- xx-,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    , -0.181000
xo- o-x --x,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    
xo- o-x -x-,     -    ,     -    , -7.471000,     -    , -7.471000,     -    , -7.471000,     -    , -0.181000
xo- o-x oxx,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
xo- o-x x--,     -    ,     -    , -7.471000,     -    , -0.181000,     -    ,     -    , -7.471000, -0.181000
xo- o-x xox,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
xo- o-x xxo,     -    ,     -    , -0.100000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    
xo- oox -xx,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
xo- oox x-x,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
xo- oox xx-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000
xo- ox- -x-,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    , -0.181000
xo- ox- x--,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
xo- ox- xxo,     -    ,     -    , -0.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
xo- oxo xx-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
xo- oxx ---,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000, -0.181000
xo- oxx -xo,     -    ,     -    , -0.100000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    
xo- oxx ox-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000
xo- oxx x-o,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
xo- oxx xo-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
xo- x-- ---,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -7.471000, -9.100000, -9.100000
xo- x-- -ox,     -    ,     -    , -9.100000,     -    ,  9.000000, -9.100000, -9.100000,     -    ,     -    
xo- x-- -xo,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -0.181000,     -    ,     -    
xo- x-- o-x,     -    ,     -    , -9.100000,     -    ,  7.190000, -9.100000,     -    , -9.100000,     -    
xo- x-- ox-,     -    ,     -    , -7.471000,     -    , -0.181000, -0.181000,     -    ,     -    , -0.181000
xo- x-o --x,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    
xo- x-o -x-,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -0.181000,     -    , -9.100000
xo- x-o oxx,     -    ,     -    , -9.100000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    
xo- x-x --o,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    
xo- x-x -o-,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000
xo- x-x o--,     -    ,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    , -9.100000, -9.100000
xo- x-x oox,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
xo- x-x oxo,     -    ,     -    , -9.100000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    
xo- xo- --x,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,  7.190000,  9.000000,     -    
xo- xo- -x-,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -0.181000,     -    , -9.100000
xo- xo- oxx,     -    ,     -    ,  9.000000,     -    ,     -    , -0.100000,     -    ,     -    ,     -    
xo- xoo -xx,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    
xo- xox ---,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  7.190000,  9.000000, -9.100000
xo- xox -xo,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    
xo- xox o-x,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
xo- xox ox-,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000
xo- xx- --o,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    
xo- xx- -o-,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000
xo- xx- o--,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
xo- xx- oxo,     -    ,     -    , -9.100000,     -    ,     -    , -0.100000,     -    ,     -    ,     -    
xo- xxo ---,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000
xo- xxo -xo,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    
xo- xxo ox-,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000
xoo --- -xx,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    
xoo --- x-x,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    
xoo --- xx-,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000
xoo --x --x,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    , -9.100000, -9.100000,     -    
xoo --x -x-,     -    ,     -    ,     -    , -7.471000, -7.471000,     -    , -7.471000,     -    , -7.471000
xoo --x oxx,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
xoo --x x--,     -    ,     -    ,     -    , -7.471000, -9.100000,     -    ,     -    , -9.100000, -9.100000
xoo --x xox,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
xoo --x xxo,     -    ,     -    ,     -    , -0.100000, -9.100000,     -    ,     -    ,     -    ,     -    
xoo -ox -xx,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
xoo -ox x-x,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    
xoo -ox xx-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
xoo -x- -x-,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -0.181000
xoo -x- x--,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000
xoo -x- xxo,     -    ,     -    ,     -    , -0.100000,     -    ,  9.000000,     -    ,     -    ,     -    
xoo -xo xx-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
xoo -xx ---,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000
xoo -xx -xo,     -    ,     -    ,     -    , -0.100000,     -    ,     -    , -9.100000,     -    ,     -    
xoo -xx ox-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
xoo -xx x-o,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    , -9.100000,     -    
xoo -xx xo-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
xoo o-x -xx,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
xoo o-x x-x,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
xoo o-x xx-,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -0.100000
xoo ox- xx-,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -0.100000
xoo oxx -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -0.100000
xoo oxx x--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.100000
xoo x-- --x,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    
xoo x-- -x-,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -7.471000,     -    , -9.100000
xoo x-- oxx,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
xoo x-o -xx,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
xoo x-x ---,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -9.100000
xoo x-x -ox,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
xoo x-x -xo,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
xoo x-x o-x,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
xoo x-x ox-,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
xoo xo- -xx,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
xoo xox --x,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    
xoo xox -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
xoo xx- ---,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000
xoo xx- -xo,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
xoo xx- ox-,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
xoo xxo -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000
xox --- ---,     -    ,     -    ,     -    , -7.471000, -0.246610, -7.471000, -7.471000, -7.471000, -7.471000
xox --- -ox,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000, -9.100000,     -    ,     -    
xox --- -xo,     -    ,     -    ,     -    , -0.181000, -0.181000, -7.471000, -0.181000,     -    ,     -    
xox --- o-x,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    
xox --- ox-,     -    ,     -    ,     -    , -7.471000, -0.181000, -0.181000,     -    ,     -    , -0.181000
xox --- x-o,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    
xox --- xo-,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000,     -    ,     -    , -9.100000
xox --o --x,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    , -9.100000, -9.100000,     -    
xox --o -x-,     -    ,     -    ,     -    , -7.471000, -0.181000,     -    , -0.181000,     -    , -7.471000
xox --o oxx,     -    ,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    ,     -    
xox --o x--,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000
xox --o xox,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
xox --o xxo,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
xox --x --o,     -    ,     -    ,     -    , -0.181000, -0.181000,     -    , -0.181000,  7.190000,     -    
xox --x -o-,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    , -9.100000,     -    ,  7.190000
xox --x o--,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -0.181000
xox --x oxo,     -    ,     -    ,     -    , -0.100000, -0.100000,     -    ,     -    ,     -    ,     -    
xox --x xoo,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
xox -o- --x,     -    ,     -    ,     -    , -9.100000,     -    ,  7.190000, -9.100000,  9.000000,     -    
xox -o- -x-,     -    ,     -    ,     -    , -0.181000,     -    , -0.181000, -0.181000,     -    , -0.181000
xox -o- oxx,     -    ,     -    ,     -    , -9.100000,     -    , -0.100000,     -    ,     -    ,     -    
xox -o- x--,     -    ,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,  9.000000, -9.100000
xox -o- xxo,     -    ,     -    ,     -    , -0.100000,     -    , -9.100000,     -    ,     -    ,     -    
xox -oo -xx,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -0.100000,     -    ,     -    
xox -oo x-x,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    
xox -oo xx-,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
xox -ox ---,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,  9.000000, -0.181000
xox -ox -xo,     -    ,     -    ,     -    , -0.100000,     -    ,     -    , -0.100000,     -    ,     -    
xox -ox ox-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -0.100000
xox -ox x-o,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,  9.000000,     -    
xox -x- --o,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -0.181000, -9.100000,     -    
xox -x- -o-,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000
xox -x- o--,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000, -0.181000
xox -x- oxo,     -    ,     -    ,     -    , -0.100000,     -    , -0.100000,     -    ,     -    ,     -    
xox -xo ---,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000
xox -xo -xo,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -0.100000,     -    ,     -    
xox -xo ox-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -0.100000
xox -xx -oo,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
xox -xx o-o,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,  9.000000,     -    
xox -xx oo-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
xox o-- --x,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    
xox o-- -x-,     -    ,     -    ,     -    ,     -    , -0.181000, -7.471000, -7.471000,     -    , -0.181000
xox o-- oxx,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
xox o-- x--,     -    ,     -    ,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000, -9.100000
xox o-- xox,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
xox o-- xxo,     -    ,     -    ,     -    ,     -    , -0.100000, -9.100000,     -    ,     -    ,     -    
xox o-o -xx,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
xox o-o x-x,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
xox o-o xx-,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
xox o-x ---,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -0.181000
xox o-x -xo,     -    ,     -    ,     -    ,     -    , -0.100000,     -    , -0.100000,     -    ,     -    
xox o-x ox-,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -0.100000
xox o-x x-o,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    , -9.100000,     -    
xox o-x xo-,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
xox oo- -xx,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
xox oo- x-x,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    
xox oo- xx-,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -0.100000
xox oox -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -0.100000
xox oox x--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -0.100000
xox ox- ---,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000
xox ox- -xo,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    
xox ox- ox-,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -0.100000
xox oxo -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
xox oxx --o,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000, -9.100000,     -    
xox oxx -o-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
xox oxx o--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.100000
xox x-- --o,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -0.181000, -9.100000,     -    
xox x-- -o-,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,  7.190000,     -    , -9.100000
xox x-- o--,     -    ,     -    ,     -    ,     -    , -0.181000, -0.181000,     -    ,  7.190000, -0.181000
xox x-- oox,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
xox x-- oxo,     -    ,     -    ,     -    ,     -    , -0.100000, -0.100000,     -    ,     -    ,     -    
xox x-o ---,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -0.181000, -9.100000, -9.100000
xox x-o -ox,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
xox x-o -xo,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -0.100000,     -    ,     -    
xox x-o o-x,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    , -9.100000,     -    
xox x-o ox-,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    , -0.100000
xox x-x -oo,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
xox x-x o-o,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,  9.000000,     -    
xox x-x oo-,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000
xox xo- ---,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.181000,  9.000000, -9.100000
xox xo- -xo,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    
xox xo- o-x,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,  9.000000,     -    
xox xo- ox-,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    , -0.100000
xox xoo --x,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,  9.000000,     -    
xox xoo -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    , -9.100000
xox xox --o,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,  9.000000,     -    
xox xox o--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -0.100000
xox xx- -oo,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
xox xx- o-o,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,  9.000000,     -    
xox xx- oo-,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
xox xxo --o,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000, -9.100000,     -    
xox xxo -o-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
xox xxo o--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.100000
xx- --- --o,     -    ,     -    ,  5.723900, -9.100000, -9.100000, -9.100000, -9.100000, -9.100000,     -    
xx- --- -o-,     -    ,     -    , -0.246610, -9.100000, -9.100000, -9.100000, -9.100000,     -    , -9.100000
xx- --- o--,     -    ,     -    , -7.471000, -9.100000, -9.100000, -9.100000,     -    , -9.100000, -9.100000
xx- --- oox,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    
xx- --- oxo,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    
xx- --- xoo,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    
xx- --o ---,     -    ,     -    ,  5.723900, -9.100000, -9.100000,     -    , -9.100000, -9.100000, -9.100000
xx- --o -ox,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    
xx- --o -xo,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    
xx- --o o-x,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
xx- --o ox-,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000
xx- --o x-o,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
xx- --o xo-,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000
xx- --x -oo,     -    ,     -    , -0.181000, -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    
xx- --x o-o,     -    ,     -    ,  7.190000, -9.100000, -9.100000,     -    ,     -    ,  9.000000,     -    
xx- --x oo-,     -    ,     -    ,  7.190000, -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000
xx- -o- ---,     -    ,     -    , -0.246610, -9.100000,     -    , -9.100000, -9.100000, -9.100000, -9.100000
xx- -o- -ox,     -    ,     -    , -0.181000, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
xx- -o- -xo,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
xx- -o- o-x,     -    ,     -    ,  9.000000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
xx- -o- ox-,     -    ,     -    ,  9.000000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
xx- -o- x-o,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
xx- -o- xo-,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
xx- -oo --x,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    , -9.100000, -9.100000,     -    
xx- -oo -x-,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    , -9.100000,     -    , -9.100000
xx- -oo oxx,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
xx- -oo x--,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000
xx- -oo xox,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
xx- -oo xxo,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
xx- -ox --o,     -    ,     -    , -0.181000, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    
xx- -ox -o-,     -    ,     -    , -0.181000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000
xx- -ox o--,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
xx- -ox oox,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
